"CZ_NAME_STR","BEGIN_LOCATION","BEGIN_LAT","BEGIN_LON","EVENT_TYPE","DAMAGE_PROPERTY_NUM","FLOOD_CAUSE","BEGIN_DATE","BEGIN_TIME","END_DATE","END_TIME","StartDate","EndDate","Duration","Month","MonthYear","Year"
"ST. TAMMANY PAR.","SLIDELL",NA,NA,"Flood",0,NA,1996-04-14,"2300",1996-04-14,"2300",1996-04-14 23:00:00,1996-04-14 23:00:00,0,"04","04-1996","1996"
"ST. TAMMANY PAR.","PEARL RIVER",NA,NA,"Flood",0,NA,1996-04-14,"2300",1996-04-14,"2300",1996-04-14 23:00:00,1996-04-14 23:00:00,0,"04","04-1996","1996"
"FRANKLIN PAR.","WINNSBORO",NA,NA,"Flash Flood",0,NA,1996-05-28,"2300",1996-05-29,"0000",1996-05-28 23:00:00,1996-05-29 00:00:00,1,"05","05-1996","1996"
"RICHLAND PAR.","HOLLY RIDGE",NA,NA,"Flash Flood",0,NA,1996-05-28,"2340",1996-05-29,"0040",1996-05-28 23:40:00,1996-05-29 00:40:00,1,"05","05-1996","1996"
"CADDO PAR.","VIVIAN",NA,NA,"Flash Flood",0,NA,1996-06-01,"1050",1996-06-01,"1230",1996-06-01 10:50:00,1996-06-01 12:30:00,1.66666666666667,"06","06-1996","1996"
"CADDO PAR.","VIVIAN",NA,NA,"Flash Flood",0,NA,1996-06-01,"1050",1996-06-01,"1230",1996-06-01 10:50:00,1996-06-01 12:30:00,1.66666666666667,"06","06-1996","1996"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flash Flood",0,NA,1996-06-01,"1400",1996-06-01,"1600",1996-06-01 14:00:00,1996-06-01 16:00:00,2,"06","06-1996","1996"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flash Flood",0,NA,1996-06-01,"1430",1996-06-01,"1530",1996-06-01 14:30:00,1996-06-01 15:30:00,1,"06","06-1996","1996"
"BOSSIER PAR.","PLAIN DEALING",NA,NA,"Flash Flood",0,NA,1996-06-13,"0900",1996-06-13,"1030",1996-06-13 09:00:00,1996-06-13 10:30:00,1.5,"06","06-1996","1996"
"WEBSTER PAR.","SPRINGHILL",NA,NA,"Flash Flood",0,NA,1996-06-13,"0900",1996-06-13,"1100",1996-06-13 09:00:00,1996-06-13 11:00:00,2,"06","06-1996","1996"
"CALCASIEU PAR.","LAKE CHARLES",NA,NA,"Flood",1000,NA,1996-06-19,"1430",1996-06-19,"1430",1996-06-19 14:30:00,1996-06-19 14:30:00,0,"06","06-1996","1996"
"ST. MARY PAR.","MORGAN CITY",NA,NA,"Flood",10000,NA,1996-07-09,"1400",1996-07-09,"1430",1996-07-09 14:00:00,1996-07-09 14:30:00,0.5,"07","07-1996","1996"
"RICHLAND PAR.","DELHI",NA,NA,"Flash Flood",0,NA,1996-07-09,"1630",1996-07-09,"1645",1996-07-09 16:30:00,1996-07-09 16:45:00,0.25,"07","07-1996","1996"
"BOSSIER PAR.","HAUGHTON",NA,NA,"Flash Flood",25000,NA,1996-08-01,"0612",1996-08-01,"1015",1996-08-01 06:12:00,1996-08-01 10:15:00,4.05,"08","08-1996","1996"
"RED RIVER PAR.","COUSHATTA",NA,NA,"Flash Flood",0,NA,1996-08-01,"0612",1996-08-01,"1015",1996-08-01 06:12:00,1996-08-01 10:15:00,4.05,"08","08-1996","1996"
"RED RIVER PAR.","COUSHATTA",NA,NA,"Flash Flood",5000,NA,1996-08-01,"0812",1996-08-01,"0812",1996-08-01 08:12:00,1996-08-01 08:12:00,0,"08","08-1996","1996"
"WINN PAR.","WINNFIELD",NA,NA,"Flood",0,NA,1996-08-01,"0824",1996-08-01,"1230",1996-08-01 08:24:00,1996-08-01 12:30:00,4.1,"08","08-1996","1996"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flash Flood",0,NA,1996-08-09,"1748",1996-08-09,"2045",1996-08-09 17:48:00,1996-08-09 20:45:00,2.95,"08","08-1996","1996"
"ST. TAMMANY PAR.","SLIDELL",NA,NA,"Flood",20000,NA,1996-08-10,"1230",1996-08-10,"1430",1996-08-10 12:30:00,1996-08-10 14:30:00,2,"08","08-1996","1996"
"ST. JAMES PAR.","CONVENT",NA,NA,"Flood",0,NA,1996-08-10,"1600",1996-08-10,"1650",1996-08-10 16:00:00,1996-08-10 16:50:00,0.833333333333333,"08","08-1996","1996"
"ASCENSION PAR.","DONALDSONVILLE",NA,NA,"Flood",0,NA,1996-08-10,"1600",1996-08-10,"1650",1996-08-10 16:00:00,1996-08-10 16:50:00,0.833333333333333,"08","08-1996","1996"
"DE SOTO PAR.","CARMEL",NA,NA,"Flash Flood",0,NA,1996-08-28,"1040",1996-08-28,"1445",1996-08-28 10:40:00,1996-08-28 14:45:00,4.08333333333333,"08","08-1996","1996"
"SABINE PAR.","CONVERSE",NA,NA,"Flash Flood",0,NA,1996-08-28,"1040",1996-08-28,"1445",1996-08-28 10:40:00,1996-08-28 14:45:00,4.08333333333333,"08","08-1996","1996"
"DE SOTO PAR.","MANSFIELD",NA,NA,"Flash Flood",0,NA,1996-08-28,"1040",1996-08-28,"1445",1996-08-28 10:40:00,1996-08-28 14:45:00,4.08333333333333,"08","08-1996","1996"
"DE SOTO PAR.","STONEWALL",NA,NA,"Flash Flood",0,NA,1996-09-26,"2148",1996-09-27,"0345",1996-09-26 21:48:00,1996-09-27 03:45:00,5.95,"09","09-1996","1996"
"CLAIBORNE PAR.","HOMER",NA,NA,"Flash Flood",0,NA,1996-09-26,"2148",1996-09-27,"0345",1996-09-26 21:48:00,1996-09-27 03:45:00,5.95,"09","09-1996","1996"
"WEBSTER PAR.","MINDEN",NA,NA,"Flash Flood",0,NA,1996-09-26,"2148",1996-09-27,"0345",1996-09-26 21:48:00,1996-09-27 03:45:00,5.95,"09","09-1996","1996"
"CADDO PAR.","KEITHVILLE",NA,NA,"Flash Flood",0,NA,1996-09-26,"2148",1996-09-27,"0345",1996-09-26 21:48:00,1996-09-27 03:45:00,5.95,"09","09-1996","1996"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flash Flood",0,NA,1996-09-26,"2148",1996-09-27,"0345",1996-09-26 21:48:00,1996-09-27 03:45:00,5.95,"09","09-1996","1996"
"UNION PAR.","BERNICE",NA,NA,"Flash Flood",0,NA,1996-09-27,"0100",1996-09-27,"0100",1996-09-27 01:00:00,1996-09-27 01:00:00,0,"09","09-1996","1996"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flash Flood",0,NA,1996-10-21,"2214",1996-10-22,"0215",1996-10-21 22:14:00,1996-10-22 02:15:00,4.01666666666667,"10","10-1996","1996"
"WEBSTER PAR.","SPRINGHILL",NA,NA,"Flash Flood",0,NA,1996-10-21,"2214",1996-10-22,"0215",1996-10-21 22:14:00,1996-10-22 02:15:00,4.01666666666667,"10","10-1996","1996"
"BOSSIER PAR.","BENTON",NA,NA,"Flash Flood",0,NA,1996-10-21,"2214",1996-10-22,"0215",1996-10-21 22:14:00,1996-10-22 02:15:00,4.01666666666667,"10","10-1996","1996"
"EAST BATON ROUGE PAR.","BATON ROUGE",NA,NA,"Flood",20000,NA,1996-10-25,"0000",1996-10-25,"0600",1996-10-25 00:00:00,1996-10-25 06:00:00,6,"10","10-1996","1996"
"CALCASIEU PAR.","LAKE CHARLES",NA,NA,"Flash Flood",20000,NA,1996-10-25,"1645",1996-10-26,"1100",1996-10-25 16:45:00,1996-10-26 11:00:00,18.25,"10","10-1996","1996"
"ACADIA PAR.","CROWLEY",NA,NA,"Flash Flood",20000,NA,1996-10-25,"2045",1996-10-26,"1100",1996-10-25 20:45:00,1996-10-26 11:00:00,14.25,"10","10-1996","1996"
"LAFAYETTE PAR.","CARENCRO",NA,NA,"Flash Flood",10000,NA,1996-10-25,"2130",1996-10-26,"0600",1996-10-25 21:30:00,1996-10-26 06:00:00,8.5,"10","10-1996","1996"
"ST. MARTIN PAR.","BREAUX BRIDGE",NA,NA,"Flash Flood",10000,NA,1996-10-25,"2230",1996-10-26,"1100",1996-10-25 22:30:00,1996-10-26 11:00:00,12.5,"10","10-1996","1996"
"IBERIA PAR.","NEW IBERIA",NA,NA,"Flash Flood",10000,NA,1996-10-25,"2230",1996-10-26,"0800",1996-10-25 22:30:00,1996-10-26 08:00:00,9.5,"10","10-1996","1996"
"JEFFERSON DAVIS PAR.","JENNINGS",NA,NA,"Flash Flood",25000,NA,1996-11-17,"2130",1996-11-17,"2330",1996-11-17 21:30:00,1996-11-17 23:30:00,2,"11","11-1996","1996"
"BOSSIER (ZONE)"," ",NA,NA,"Flood",0,NA,1996-11-26,"0700",1996-11-30,"0700",1996-11-26 07:00:00,1996-11-30 07:00:00,96,"11","11-1996","1996"
"CADDO (ZONE)"," ",NA,NA,"Flood",0,NA,1996-11-26,"0700",1996-11-30,"0700",1996-11-26 07:00:00,1996-11-30 07:00:00,96,"11","11-1996","1996"
"LAFOURCHE PAR.","THIBODAUX",NA,NA,"Flood",0,NA,1996-12-27,"1500",1996-12-28,"0300",1996-12-27 15:00:00,1996-12-28 03:00:00,12,"12","12-1996","1996"
"ST. MARY PAR.","MORGAN CITY",NA,NA,"Flood",10000,NA,1996-12-29,"0100",1996-12-29,"0900",1996-12-29 01:00:00,1996-12-29 09:00:00,8,"12","12-1996","1996"
"ST. CHARLES PAR.","DESTREHAN",NA,NA,"Flood",0,NA,1996-12-29,"0730",1996-12-29,"1200",1996-12-29 07:30:00,1996-12-29 12:00:00,4.5,"12","12-1996","1996"
"ST. JAMES PAR.","CONVENT",NA,NA,"Flood",0,NA,1996-12-29,"0830",1996-12-29,"1200",1996-12-29 08:30:00,1996-12-29 12:00:00,3.5,"12","12-1996","1996"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flash Flood",0,NA,1997-02-12,"1600",1997-02-12,"1600",1997-02-12 16:00:00,1997-02-12 16:00:00,0,"02","02-1997","1997"
"BOSSIER PAR.","HAUGHTON",NA,NA,"Flood",0,NA,1997-02-12,"1600",1997-02-12,"1600",1997-02-12 16:00:00,1997-02-12 16:00:00,0,"02","02-1997","1997"
"SABINE PAR.","MANY",NA,NA,"Flood",0,NA,1997-02-12,"1700",1997-02-12,"1700",1997-02-12 17:00:00,1997-02-12 17:00:00,0,"02","02-1997","1997"
"TERREBONNE PAR.","HOUMA",NA,NA,"Flood",0,NA,1997-02-12,"2300",1997-02-12,"2359",1997-02-12 23:00:00,1997-02-12 23:59:00,0.983333333333333,"02","02-1997","1997"
"ST. CHARLES PAR.","HAHNVILLE",NA,NA,"Flood",0,NA,1997-02-12,"2330",1997-02-13,"0038",1997-02-12 23:30:00,1997-02-13 00:38:00,1.13333333333333,"02","02-1997","1997"
"JEFFERSON PAR.","METAIRE",NA,NA,"Flood",0,NA,1997-02-13,"0100",1997-02-13,"0200",1997-02-13 01:00:00,1997-02-13 02:00:00,1,"02","02-1997","1997"
"ST. TAMMANY PAR.","SLIDELL",NA,NA,"Flood",0,NA,1997-02-13,"0100",1997-02-13,"0200",1997-02-13 01:00:00,1997-02-13 02:00:00,1,"02","02-1997","1997"
"BOSSIER PAR.","BOSSIER CITY",NA,NA,"Flash Flood",0,NA,1997-02-20,"2200",1997-02-20,"2200",1997-02-20 22:00:00,1997-02-20 22:00:00,0,"02","02-1997","1997"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flash Flood",0,NA,1997-02-20,"2200",1997-02-20,"2200",1997-02-20 22:00:00,1997-02-20 22:00:00,0,"02","02-1997","1997"
"JEFFERSON PAR.","METAIRIE",NA,NA,"Flood",0,NA,1997-02-21,"0400",1997-02-21,"0600",1997-02-21 04:00:00,1997-02-21 06:00:00,2,"02","02-1997","1997"
"TANGIPAHOA PAR.","HOLTON",NA,NA,"Flood",0,NA,1997-02-25,"0900",1997-02-25,"1900",1997-02-25 09:00:00,1997-02-25 19:00:00,10,"02","02-1997","1997"
"RAPIDES PAR.","ALEXANDRIA",NA,NA,"Flood",20000,NA,1997-02-25,"1200",1997-02-25,"2000",1997-02-25 12:00:00,1997-02-25 20:00:00,8,"02","02-1997","1997"
"CLAIBORNE PAR.","HOMER",NA,NA,"Flood",0,NA,1997-03-02,"0100",1997-03-02,"0100",1997-03-02 01:00:00,1997-03-02 01:00:00,0,"03","03-1997","1997"
"UNION (ZONE)"," ",NA,NA,"Flood",2000000,NA,1997-03-02,"0100",1997-03-04,"2300",1997-03-02 01:00:00,1997-03-04 23:00:00,70,"03","03-1997","1997"
"CLAIBORNE PAR.","HOMER",NA,NA,"Flash Flood",0,NA,1997-03-02,"0115",1997-03-02,"0115",1997-03-02 01:15:00,1997-03-02 01:15:00,0,"03","03-1997","1997"
"BIENVILLE PAR.","RINGGOLD",NA,NA,"Flood",0,NA,1997-03-02,"0130",1997-03-02,"0130",1997-03-02 01:30:00,1997-03-02 01:30:00,0,"03","03-1997","1997"
"UNION PAR.","BERNICE",NA,NA,"Flash Flood",0,NA,1997-03-02,"0155",1997-03-02,"0155",1997-03-02 01:55:00,1997-03-02 01:55:00,0,"03","03-1997","1997"
"BOSSIER PAR.","HAUGHTON",NA,NA,"Flood",0,NA,1997-03-02,"0800",1997-03-02,"0800",1997-03-02 08:00:00,1997-03-02 08:00:00,0,"03","03-1997","1997"
"CADDO PAR.","KEITHVILLE",NA,NA,"Flood",0,NA,1997-03-02,"0800",1997-03-02,"0800",1997-03-02 08:00:00,1997-03-02 08:00:00,0,"03","03-1997","1997"
"CLAIBORNE PAR.","HOMER",NA,NA,"Flash Flood",0,NA,1997-03-02,"0800",1997-03-02,"0800",1997-03-02 08:00:00,1997-03-02 08:00:00,0,"03","03-1997","1997"
"WEBSTER PAR.","MINDEN",NA,NA,"Flood",0,NA,1997-03-02,"0800",1997-03-02,"0800",1997-03-02 08:00:00,1997-03-02 08:00:00,0,"03","03-1997","1997"
"WEBSTER PAR.","DIXIE INN",NA,NA,"Flash Flood",0,NA,1997-03-02,"1000",1997-03-02,"1000",1997-03-02 10:00:00,1997-03-02 10:00:00,0,"03","03-1997","1997"
"WEBSTER PAR.","MINDEN",NA,NA,"Flash Flood",0,NA,1997-03-02,"1000",1997-03-02,"1000",1997-03-02 10:00:00,1997-03-02 10:00:00,0,"03","03-1997","1997"
"DE SOTO PAR.","KEATCHIE",NA,NA,"Flash Flood",0,NA,1997-03-02,"1155",1997-03-02,"1155",1997-03-02 11:55:00,1997-03-02 11:55:00,0,"03","03-1997","1997"
"DE SOTO PAR.","MANSFIELD",NA,NA,"Flash Flood",0,NA,1997-03-02,"1155",1997-03-02,"1155",1997-03-02 11:55:00,1997-03-02 11:55:00,0,"03","03-1997","1997"
"POINTE COUPEE (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-05,"0600",1997-03-31,"2300",1997-03-05 06:00:00,1997-03-31 23:00:00,641,"03","03-1997","1997"
"WEST FELICIANA (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-05,"0600",1997-03-31,"2300",1997-03-05 06:00:00,1997-03-31 23:00:00,641,"03","03-1997","1997"
"CADDO (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-05,"1645",1997-03-05,"1645",1997-03-05 16:45:00,1997-03-05 16:45:00,0,"03","03-1997","1997"
"EAST CARROLL (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-09,"1200",1997-03-21,"1200",1997-03-09 12:00:00,1997-03-21 12:00:00,288,"03","03-1997","1997"
"CONCORDIA (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-09,"1200",1997-03-26,"1200",1997-03-09 12:00:00,1997-03-26 12:00:00,408,"03","03-1997","1997"
"TENSAS (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-09,"1200",1997-03-22,"1200",1997-03-09 12:00:00,1997-03-22 12:00:00,312,"03","03-1997","1997"
"MADISON (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-09,"1200",1997-03-22,"1200",1997-03-09 12:00:00,1997-03-22 12:00:00,312,"03","03-1997","1997"
"WEST BATON ROUGE (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-10,"0600",1997-03-31,"2300",1997-03-10 06:00:00,1997-03-31 23:00:00,521,"03","03-1997","1997"
"EAST BATON ROUGE (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-10,"0600",1997-03-31,"2300",1997-03-10 06:00:00,1997-03-31 23:00:00,521,"03","03-1997","1997"
"IBERVILLE (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-10,"0600",1997-03-31,"2300",1997-03-10 06:00:00,1997-03-31 23:00:00,521,"03","03-1997","1997"
"ASCENSION (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-12,"0600",1997-03-31,"2300",1997-03-12 06:00:00,1997-03-31 23:00:00,473,"03","03-1997","1997"
"ST. JAMES (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-12,"0600",1997-03-31,"2300",1997-03-12 06:00:00,1997-03-31 23:00:00,473,"03","03-1997","1997"
"ST. CHARLES (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-14,"0600",1997-03-31,"2300",1997-03-14 06:00:00,1997-03-31 23:00:00,425,"03","03-1997","1997"
"ST. JOHN THE BAPTIST (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-14,"0600",1997-03-31,"2300",1997-03-14 06:00:00,1997-03-31 23:00:00,425,"03","03-1997","1997"
"BOSSIER (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-15,"2300",1997-03-24,"1800",1997-03-15 23:00:00,1997-03-24 18:00:00,211,"03","03-1997","1997"
"BIENVILLE (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-15,"2300",1997-03-24,"1800",1997-03-15 23:00:00,1997-03-24 18:00:00,211,"03","03-1997","1997"
"WEBSTER (ZONE)"," ",NA,NA,"Flood",0,NA,1997-03-15,"2300",1997-03-24,"1800",1997-03-15 23:00:00,1997-03-24 18:00:00,211,"03","03-1997","1997"
"POINTE COUPEE (ZONE)"," ",NA,NA,"Flood",2400,NA,1997-04-01,"0000",1997-04-20,"0000",1997-04-01 00:00:00,1997-04-20 00:00:00,455,"04","04-1997","1997"
"ST. CHARLES (ZONE)"," ",NA,NA,"Flood",0,NA,1997-04-01,"0000",1997-04-20,"0000",1997-04-01 00:00:00,1997-04-20 00:00:00,455,"04","04-1997","1997"
"ST. JOHN THE BAPTIST (ZONE)"," ",NA,NA,"Flood",0,NA,1997-04-01,"0000",1997-04-20,"0000",1997-04-01 00:00:00,1997-04-20 00:00:00,455,"04","04-1997","1997"
"IBERVILLE (ZONE)"," ",NA,NA,"Flood",0,NA,1997-04-01,"0000",1997-04-20,"0000",1997-04-01 00:00:00,1997-04-20 00:00:00,455,"04","04-1997","1997"
"EAST BATON ROUGE (ZONE)"," ",NA,NA,"Flood",132000,NA,1997-04-01,"0000",1997-04-20,"0000",1997-04-01 00:00:00,1997-04-20 00:00:00,455,"04","04-1997","1997"
"ASCENSION (ZONE)"," ",NA,NA,"Flood",0,NA,1997-04-01,"0000",1997-04-20,"0000",1997-04-01 00:00:00,1997-04-20 00:00:00,455,"04","04-1997","1997"
"ST. JAMES (ZONE)"," ",NA,NA,"Flood",0,NA,1997-04-01,"0000",1997-04-20,"0000",1997-04-01 00:00:00,1997-04-20 00:00:00,455,"04","04-1997","1997"
"WEST BATON ROUGE (ZONE)"," ",NA,NA,"Flood",84000,NA,1997-04-01,"0000",1997-04-20,"0000",1997-04-01 00:00:00,1997-04-20 00:00:00,455,"04","04-1997","1997"
"WEST FELICIANA (ZONE)"," ",NA,NA,"Flood",475000,NA,1997-04-01,"0000",1997-04-20,"0000",1997-04-01 00:00:00,1997-04-20 00:00:00,455,"04","04-1997","1997"
"CLAIBORNE PAR.","HOMER",NA,NA,"Flash Flood",0,NA,1997-04-04,"1450",1997-04-04,"2315",1997-04-04 14:50:00,1997-04-04 23:15:00,8.41666666666667,"04","04-1997","1997"
"BOSSIER PAR.","BOSSIER CITY",NA,NA,"Flash Flood",0,NA,1997-04-04,"1635",1997-04-04,"1930",1997-04-04 16:35:00,1997-04-04 19:30:00,2.91666666666667,"04","04-1997","1997"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flash Flood",0,NA,1997-04-04,"1645",1997-04-04,"1930",1997-04-04 16:45:00,1997-04-04 19:30:00,2.75,"04","04-1997","1997"
"CLAIBORNE PAR.","HOMER",NA,NA,"Flash Flood",0,NA,1997-04-04,"2040",1997-04-04,"2315",1997-04-04 20:40:00,1997-04-04 23:15:00,2.58333333333333,"04","04-1997","1997"
"WEBSTER PAR.","SPRINGHILL",NA,NA,"Flash Flood",0,NA,1997-04-04,"2130",1997-04-05,"0800",1997-04-04 21:30:00,1997-04-05 08:00:00,10.5,"04","04-1997","1997"
"BOSSIER PAR.","BOSSIER CITY",NA,NA,"Flash Flood",203000,NA,1997-04-04,"2130",1997-04-05,"0115",1997-04-04 21:30:00,1997-04-05 01:15:00,3.75,"04","04-1997","1997"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flash Flood",0,NA,1997-04-04,"2150",1997-04-05,"0115",1997-04-04 21:50:00,1997-04-05 01:15:00,3.41666666666667,"04","04-1997","1997"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flash Flood",253000,NA,1997-04-05,"0215",1997-04-05,"0400",1997-04-05 02:15:00,1997-04-05 04:00:00,1.75,"04","04-1997","1997"
"WEBSTER PAR.","MINDEN",NA,NA,"Flash Flood",0,NA,1997-04-05,"0215",1997-04-05,"0400",1997-04-05 02:15:00,1997-04-05 04:00:00,1.75,"04","04-1997","1997"
"WEBSTER PAR.","SHONGALOO",NA,NA,"Flash Flood",0,NA,1997-04-05,"0215",1997-04-05,"0215",1997-04-05 02:15:00,1997-04-05 02:15:00,0,"04","04-1997","1997"
"BOSSIER PAR.","BENTON",NA,NA,"Flash Flood",0,NA,1997-04-05,"0220",1997-04-05,"0400",1997-04-05 02:20:00,1997-04-05 04:00:00,1.66666666666667,"04","04-1997","1997"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flash Flood",0,NA,1997-04-05,"0300",1997-04-05,"0300",1997-04-05 03:00:00,1997-04-05 03:00:00,0,"04","04-1997","1997"
"LOWER ST. MARTIN (ZONE)"," ",NA,NA,"Flood",15000,NA,1997-04-05,"1300",1997-04-06,"1300",1997-04-05 13:00:00,1997-04-06 13:00:00,23,"04","04-1997","1997"
"ST. MARY (ZONE)"," ",NA,NA,"Flood",15000,NA,1997-04-05,"1300",1997-04-06,"1300",1997-04-05 13:00:00,1997-04-06 13:00:00,23,"04","04-1997","1997"
"CADDO (ZONE)"," ",NA,NA,"Flood",0,NA,1997-04-06,"0730",1997-04-11,"2330",1997-04-06 07:30:00,1997-04-11 23:30:00,136,"04","04-1997","1997"
"BIENVILLE (ZONE)"," ",NA,NA,"Flood",0,NA,1997-04-06,"0730",1997-04-11,"2330",1997-04-06 07:30:00,1997-04-11 23:30:00,136,"04","04-1997","1997"
"WEBSTER (ZONE)"," ",NA,NA,"Flood",0,NA,1997-04-06,"0730",1997-04-11,"2330",1997-04-06 07:30:00,1997-04-11 23:30:00,136,"04","04-1997","1997"
"BOSSIER (ZONE)"," ",NA,NA,"Flood",0,NA,1997-04-06,"0730",1997-04-11,"2330",1997-04-06 07:30:00,1997-04-11 23:30:00,136,"04","04-1997","1997"
"ST. MARY PAR.","MORGAN CITY",NA,NA,"Flood",10000,NA,1997-04-11,"0800",1997-04-11,"1100",1997-04-11 08:00:00,1997-04-11 11:00:00,3,"04","04-1997","1997"
"ST. JAMES PAR.","GRAMERCY",NA,NA,"Flood",0,NA,1997-04-11,"0930",1997-04-11,"1200",1997-04-11 09:30:00,1997-04-11 12:00:00,2.5,"04","04-1997","1997"
"ASSUMPTION PAR.","LABADIEVILLE",NA,NA,"Flash Flood",10000,NA,1997-04-11,"0930",1997-04-11,"1200",1997-04-11 09:30:00,1997-04-11 12:00:00,2.5,"04","04-1997","1997"
"CADDO PAR.","VIVIAN",NA,NA,"Flash Flood",0,NA,1997-04-22,"0700",1997-04-22,"0700",1997-04-22 07:00:00,1997-04-22 07:00:00,0,"04","04-1997","1997"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flood",0,NA,1997-04-22,"0730",1997-04-22,"0730",1997-04-22 07:30:00,1997-04-22 07:30:00,0,"04","04-1997","1997"
"CALCASIEU PAR.","CHENNAULT INDUS AIRP",NA,NA,"Flood",0,NA,1997-04-25,"1700",1997-04-25,"1900",1997-04-25 17:00:00,1997-04-25 19:00:00,2,"04","04-1997","1997"
"VERMILION (ZONE)"," ",NA,NA,"Flood",10000,NA,1997-04-26,"2300",1997-04-27,"2000",1997-04-26 23:00:00,1997-04-27 20:00:00,21,"04","04-1997","1997"
"POINTE COUPEE PAR.","NEW ROADS",NA,NA,"Flash Flood",20000,NA,1997-04-27,"0200",1997-04-27,"1500",1997-04-27 02:00:00,1997-04-27 15:00:00,13,"04","04-1997","1997"
"WEST FELICIANA PAR.","ST FRANCISVILLE",NA,NA,"Flash Flood",10000,NA,1997-04-27,"0230",1997-04-27,"1300",1997-04-27 02:30:00,1997-04-27 13:00:00,10.5,"04","04-1997","1997"
"EAST FELICIANA PAR.","ETHEL",NA,NA,"Flash Flood",10000,NA,1997-04-27,"0230",1997-04-27,"1300",1997-04-27 02:30:00,1997-04-27 13:00:00,10.5,"04","04-1997","1997"
"IBERVILLE PAR.","PLAQUEMINE",NA,NA,"Flash Flood",20000,NA,1997-04-27,"0900",1997-04-27,"1400",1997-04-27 09:00:00,1997-04-27 14:00:00,5,"04","04-1997","1997"
"ACADIA PAR.","CROWLEY",NA,NA,"Flood",0,NA,1997-04-27,"0900",1997-04-27,"1300",1997-04-27 09:00:00,1997-04-27 13:00:00,4,"04","04-1997","1997"
"IBERIA PAR.","NEW IBERIA",NA,NA,"Flash Flood",30000,NA,1997-04-27,"1045",1997-04-27,"1345",1997-04-27 10:45:00,1997-04-27 13:45:00,3,"04","04-1997","1997"
"CADDO (ZONE)"," ",NA,NA,"Flood",0,NA,1997-04-29,"0600",1997-04-29,"0600",1997-04-29 06:00:00,1997-04-29 06:00:00,0,"04","04-1997","1997"
"BIENVILLE (ZONE)"," ",NA,NA,"Flood",0,NA,1997-05-01,"0000",1997-05-09,"1200",1997-05-01 00:00:00,1997-05-09 12:00:00,204,"05","05-1997","1997"
"WEBSTER (ZONE)"," ",NA,NA,"Flood",0,NA,1997-05-01,"0000",1997-05-09,"1200",1997-05-01 00:00:00,1997-05-09 12:00:00,204,"05","05-1997","1997"
"CADDO (ZONE)"," ",NA,NA,"Flood",120000,NA,1997-05-01,"0000",1997-05-09,"1200",1997-05-01 00:00:00,1997-05-09 12:00:00,204,"05","05-1997","1997"
"BOSSIER (ZONE)"," ",NA,NA,"Flood",0,NA,1997-05-01,"0000",1997-05-09,"1200",1997-05-01 00:00:00,1997-05-09 12:00:00,204,"05","05-1997","1997"
"CADDO PAR.","SHREVEPORT",NA,NA,"Flash Flood",0,NA,1997-05-02,"0900",1997-05-02,"0900",1997-05-02 09:00:00,1997-05-02 09:00:00,0,"05","05-1997","1997"
"BOSSIER PAR.","BOSSIER CITY",NA,NA,"Flash Flood",0,NA,1997-05-02,"0915",1997-05-02,"0915",1997-05-02 09:15:00,1997-05-02 09:15:00,0,"05","05-1997","1997"
"CADDO PAR.","KEITHVILLE",NA,NA,"Flash Flood",0,NA,1997-05-02,"0950",1997-05-02,"0950",1997-05-02 09:50:00,1997-05-02 09:50:00,0,"05","05-1997","1997"
"BIENVILLE PAR.","ARCADIA",NA,NA,"Flash Flood",0,NA,1997-05-02,"1030",1997-05-02,"1415",1997-05-02 10:30:00,1997-05-02 14:15:00,3.75,"05","05-1997","1997"
"DE SOTO PAR.","GRAND CANE",NA,NA,"Flash Flood",0,NA,1997-05-02,"1130",1997-05-02,"1130",1997-05-02 11:30:00,1997-05-02 11:30:00,0,"05","05-1997","1997"
