"CZ_NAME_STR","BEGIN_LOCATION","BEGIN_LAT","BEGIN_LON","EVENT_TYPE","DAMAGE_PROPERTY_NUM","FLOOD_CAUSE","BEGIN_DATE","BEGIN_TIME","END_DATE","END_TIME","StartDate","EndDate","Duration","Month","MonthYear","Year"
"CLAIBORNE PAR.","RUPLE",32.7555,-93.1696,"Flash Flood",0,"Heavy Rain",2014-04-06,"1727",2014-04-06,"1727",2014-04-06 17:27:00,2014-04-06 17:27:00,0,"04","04-2014","2014"
"UNION PAR.","BAYOU D ARBONNE LAKE",32.7191,-92.4369,"Flash Flood",0,"Heavy Rain",2014-04-06,"1731",2014-04-06,"2200",2014-04-06 17:31:00,2014-04-06 22:00:00,4.48333333333333,"04","04-2014","2014"
"OUACHITA PAR.","MONROE",32.4862,-92.1084,"Flash Flood",0,"Heavy Rain",2014-04-06,"1815",2014-04-06,"2200",2014-04-06 18:15:00,2014-04-06 22:00:00,3.75,"04","04-2014","2014"
"OUACHITA PAR.","WEST MONROE",32.5186,-92.1424,"Flash Flood",0,"Heavy Rain",2014-04-06,"1815",2014-04-06,"2200",2014-04-06 18:15:00,2014-04-06 22:00:00,3.75,"04","04-2014","2014"
"FRANKLIN PAR.","BASKIN",32.26,-91.75,"Flash Flood",10000,"Heavy Rain",2014-04-06,"1905",2014-04-06,"2030",2014-04-06 19:05:00,2014-04-06 20:30:00,1.41666666666667,"04","04-2014","2014"
"JACKSON PAR.","SPRING HILL",32.2351,-92.6201,"Flash Flood",0,"Heavy Rain",2014-04-06,"1947",2014-04-06,"2200",2014-04-06 19:47:00,2014-04-06 22:00:00,2.21666666666667,"04","04-2014","2014"
"MADISON PAR.","TALLULAH",32.41,-91.19,"Flash Flood",30000,"Heavy Rain",2014-04-06,"2230",2014-04-06,"2330",2014-04-06 22:30:00,2014-04-06 23:30:00,1,"04","04-2014","2014"
"WINN PAR.","CALVIN",31.9106,-92.7308,"Flood",0,"Heavy Rain",2014-04-07,"1000",2014-04-07,"1000",2014-04-07 10:00:00,2014-04-07 10:00:00,0,"04","04-2014","2014"
"EAST CARROLL PAR.","LAKE PROVIDENCE",32.8047,-91.1652,"Flash Flood",20000,"Heavy Rain",2014-04-14,"0609",2014-04-14,"1030",2014-04-14 06:09:00,2014-04-14 10:30:00,4.35,"04","04-2014","2014"
"EAST CARROLL PAR.","LAKE PROVIDENCE",32.81,-91.18,"Flash Flood",10000,"Heavy Rain",2014-04-14,"1421",2014-04-14,"1421",2014-04-14 14:21:00,2014-04-14 14:21:00,0,"04","04-2014","2014"
"ST. TAMMANY PAR.","PEARL RIVER",30.5137,-89.8143,"Flash Flood",0,"Heavy Rain",2014-04-14,"1759",2014-04-14,"1900",2014-04-14 17:59:00,2014-04-14 19:00:00,1.01666666666667,"04","04-2014","2014"
"ORLEANS PAR.","MC DOLOGHVILLE",29.9205,-90.0769,"Flash Flood",0,"Heavy Rain",2014-05-09,"2038",2014-05-09,"2200",2014-05-09 20:38:00,2014-05-09 22:00:00,1.36666666666667,"05","05-2014","2014"
"ORLEANS PAR.","MC DOLOGHVILLE",29.9377,-90.0645,"Flash Flood",0,"Heavy Rain",2014-05-09,"2107",2014-05-09,"2230",2014-05-09 21:07:00,2014-05-09 22:30:00,1.38333333333333,"05","05-2014","2014"
"VERNON PAR.","ANACOCO",31.25,-93.35,"Flash Flood",0,"Heavy Rain",2014-05-12,"1728",2014-05-12,"1930",2014-05-12 17:28:00,2014-05-12 19:30:00,2.03333333333333,"05","05-2014","2014"
"VERNON PAR.","ROSEPINE",30.92,-93.28,"Flood",0,"Heavy Rain",2014-05-12,"1945",2014-05-16,"0900",2014-05-12 19:45:00,2014-05-16 09:00:00,85.25,"05","05-2014","2014"
"JEFFERSON DAVIS PAR.","WOODLAWN",30.242,-93.3934,"Flash Flood",10000,"Heavy Rain",2014-05-28,"0600",2014-05-28,"1000",2014-05-28 06:00:00,2014-05-28 10:00:00,4,"05","05-2014","2014"
"ACADIA PAR.","CHURCH PT",30.4191,-92.1942,"Flash Flood",0,"Heavy Rain",2014-05-28,"0610",2014-05-28,"1000",2014-05-28 06:10:00,2014-05-28 10:00:00,3.83333333333333,"05","05-2014","2014"
"ST. JAMES PAR.","GRAMERCY",30.0771,-90.6873,"Flash Flood",500000,"Heavy Rain",2014-05-28,"0630",2014-05-28,"1230",2014-05-28 06:30:00,2014-05-28 12:30:00,6,"05","05-2014","2014"
"CALCASIEU PAR.","LAKE CHARLES MUNI AR",30.1077,-93.2163,"Flash Flood",30000,"Heavy Rain",2014-05-28,"0630",2014-05-28,"1000",2014-05-28 06:30:00,2014-05-28 10:00:00,3.5,"05","05-2014","2014"
"ST. JOHN THE BAPTIST PAR.","RESERVE",30.0744,-90.5912,"Flash Flood",200000,"Heavy Rain",2014-05-28,"0645",2014-05-28,"1200",2014-05-28 06:45:00,2014-05-28 12:00:00,5.25,"05","05-2014","2014"
"LAFAYETTE PAR.","CARENCRO",30.3633,-92.0481,"Flash Flood",100000,"Heavy Rain",2014-05-28,"0709",2014-05-28,"1300",2014-05-28 07:09:00,2014-05-28 13:00:00,5.85,"05","05-2014","2014"
"ASCENSION PAR.","LOUISVILLE",30.2437,-91.0053,"Flash Flood",200000,"Heavy Rain",2014-05-28,"0800",2014-05-28,"1230",2014-05-28 08:00:00,2014-05-28 12:30:00,4.5,"05","05-2014","2014"
"ST. MARTIN PAR.","CECILIA",30.3327,-91.8196,"Flash Flood",50000,"Heavy Rain",2014-05-28,"0900",2014-05-28,"1300",2014-05-28 09:00:00,2014-05-28 13:00:00,4,"05","05-2014","2014"
"ST. TAMMANY PAR.","COVINGTON",30.48,-90.1,"Flash Flood",0,"Heavy Rain",2014-05-28,"1000",2014-05-28,"1100",2014-05-28 10:00:00,2014-05-28 11:00:00,1,"05","05-2014","2014"
"ST. LANDRY PAR.","ARNAUDVILLE",30.4,-91.93,"Flash Flood",0,"Heavy Rain",2014-05-29,"0838",2014-05-29,"1100",2014-05-29 08:38:00,2014-05-29 11:00:00,2.36666666666667,"05","05-2014","2014"
"ST. MARTIN PAR.","BREAUX BRIDGE",30.27,-91.9,"Flash Flood",0,"Heavy Rain",2014-05-29,"1153",2014-05-29,"1300",2014-05-29 11:53:00,2014-05-29 13:00:00,1.11666666666667,"05","05-2014","2014"
"ST. TAMMANY PAR.","SLIDELL",30.27,-89.78,"Flash Flood",0,"Heavy Rain",2014-05-29,"1955",2014-05-29,"2100",2014-05-29 19:55:00,2014-05-29 21:00:00,1.08333333333333,"05","05-2014","2014"
"VERMILION PAR.","INDIAN BAYOU",30.13,-92.25,"Flood",0,"Heavy Rain",2014-05-30,"0700",2014-05-31,"2300",2014-05-30 07:00:00,2014-05-31 23:00:00,40,"05","05-2014","2014"
"SABINE PAR.","SANDEL",31.3832,-93.3843,"Flash Flood",0,"Heavy Rain",2014-06-10,"0215",2014-06-10,"0500",2014-06-10 02:15:00,2014-06-10 05:00:00,2.75,"06","06-2014","2014"
"NATCHITOCHES PAR.","SHAMROCK MILL",31.7353,-93.3456,"Flash Flood",0,"Heavy Rain",2014-06-10,"0345",2014-06-10,"0500",2014-06-10 03:45:00,2014-06-10 05:00:00,1.25,"06","06-2014","2014"
"LAFAYETTE PAR.","PITETTE",30.1605,-92.0327,"Flood",0,"Heavy Rain",2014-06-10,"1130",2014-06-10,"1330",2014-06-10 11:30:00,2014-06-10 13:30:00,2,"06","06-2014","2014"
"ST. LANDRY PAR.","WAXIA",30.6243,-91.9451,"Flash Flood",1000,"Heavy Rain",2014-06-26,"1800",2014-06-26,"1926",2014-06-26 18:00:00,2014-06-26 19:26:00,1.43333333333333,"06","06-2014","2014"
"CALCASIEU PAR.","SULPHUR",30.23,-93.37,"Flash Flood",200000,"Heavy Rain",2014-06-27,"1210",2014-06-27,"1600",2014-06-27 12:10:00,2014-06-27 16:00:00,3.83333333333333,"06","06-2014","2014"
"ST. TAMMANY PAR.","SLIDELL",30.27,-89.78,"Flash Flood",0,"Heavy Rain",2014-07-11,"1435",2014-07-11,"1530",2014-07-11 14:35:00,2014-07-11 15:30:00,0.916666666666667,"07","07-2014","2014"
"RICHLAND PAR.","DELHI",32.46,-91.49,"Flash Flood",1000,"Heavy Rain",2014-07-11,"1700",2014-07-11,"1740",2014-07-11 17:00:00,2014-07-11 17:40:00,0.666666666666667,"07","07-2014","2014"
"IBERIA PAR.","INDEPENDENT",30.0406,-91.8237,"Flash Flood",0,"Heavy Rain",2014-07-18,"0710",2014-07-18,"1600",2014-07-18 07:10:00,2014-07-18 16:00:00,8.83333333333333,"07","07-2014","2014"
"LAFAYETTE PAR.","CARENCRO",30.32,-92.05,"Flash Flood",0,"Heavy Rain",2014-07-18,"0805",2014-07-18,"1400",2014-07-18 08:05:00,2014-07-18 14:00:00,5.91666666666667,"07","07-2014","2014"
"VERMILION PAR.","WEST ERATH",29.9871,-92.0235,"Flash Flood",0,"Heavy Rain",2014-07-18,"0933",2014-07-18,"1400",2014-07-18 09:33:00,2014-07-18 14:00:00,4.45,"07","07-2014","2014"
"ST. MARTIN PAR.","ANSE LA BUTTE",30.25,-91.93,"Flash Flood",0,"Heavy Rain",2014-07-18,"0954",2014-07-18,"0954",2014-07-18 09:54:00,2014-07-18 09:54:00,0,"07","07-2014","2014"
"RICHLAND PAR.","CHARLIEVILLE",32.32,-91.88,"Flash Flood",0,"Heavy Rain",2014-07-23,"2100",2014-07-23,"2200",2014-07-23 21:00:00,2014-07-23 22:00:00,1,"07","07-2014","2014"
"CALCASIEU PAR.","(LCH)LK CHARLES MUNI",30.13,-93.22,"Flash Flood",0,"Heavy Rain",2014-08-19,"1342",2014-08-19,"1515",2014-08-19 13:42:00,2014-08-19 15:15:00,1.55,"08","08-2014","2014"
"CALCASIEU PAR.","VINCENT LNDG",30.1125,-93.3069,"Flash Flood",100000,"Heavy Rain",2014-08-30,"0720",2014-08-30,"1330",2014-08-30 07:20:00,2014-08-30 13:30:00,6.16666666666667,"08","08-2014","2014"
"ALLEN PAR.","KINDER",30.5234,-92.85,"Flash Flood",0,"Heavy Rain",2014-08-30,"0844",2014-08-30,"1330",2014-08-30 08:44:00,2014-08-30 13:30:00,4.76666666666667,"08","08-2014","2014"
"ST. BERNARD PAR.","CHALMETTE",29.93,-89.97,"Flash Flood",0,"Heavy Rain",2014-09-05,"1044",2014-09-05,"1200",2014-09-05 10:44:00,2014-09-05 12:00:00,1.26666666666667,"09","09-2014","2014"
"RICHLAND PAR.","RAYVILLE MUNI ARPT",32.47,-91.76,"Flash Flood",1000,"Heavy Rain",2014-09-05,"1600",2014-09-05,"1630",2014-09-05 16:00:00,2014-09-05 16:30:00,0.5,"09","09-2014","2014"
"VERMILION PAR.","GROSSE ISLE",29.9924,-92.0915,"Flash Flood",0,"Heavy Rain",2014-09-12,"1334",2014-09-12,"1534",2014-09-12 13:34:00,2014-09-12 15:34:00,2,"09","09-2014","2014"
"ST. TAMMANY PAR.","NORTH SLIDELL",30.2912,-89.8059,"Flash Flood",0,"Heavy Rain",2014-10-13,"1809",2014-10-13,"1900",2014-10-13 18:09:00,2014-10-13 19:00:00,0.85,"10","10-2014","2014"
"DE SOTO PAR.","REEDS STORE",32.2275,-93.7716,"Flash Flood",0,"Heavy Rain",2015-03-12,"0545",2015-03-12,"0715",2015-03-12 05:45:00,2015-03-12 07:15:00,1.5,"03","03-2015","2015"
"DE SOTO PAR.","LOLA",31.8854,-93.7805,"Flash Flood",0,"Heavy Rain",2015-03-12,"0550",2015-03-12,"0715",2015-03-12 05:50:00,2015-03-12 07:15:00,1.41666666666667,"03","03-2015","2015"
"BOSSIER PAR.","BOSSIER CITY",32.533,-93.7154,"Flash Flood",75000,"Heavy Rain",2015-03-12,"0720",2015-03-12,"1145",2015-03-12 07:20:00,2015-03-12 11:45:00,4.41666666666667,"03","03-2015","2015"
"CADDO PAR.","SHREVEPORT",32.5,-93.7683,"Flash Flood",100000,"Heavy Rain",2015-03-12,"0720",2015-03-12,"1145",2015-03-12 07:20:00,2015-03-12 11:45:00,4.41666666666667,"03","03-2015","2015"
"CADDO PAR.","SPRING RIDGE",32.3308,-93.9121,"Flash Flood",0,"Heavy Rain",2015-03-12,"1435",2015-03-12,"1730",2015-03-12 14:35:00,2015-03-12 17:30:00,2.91666666666667,"03","03-2015","2015"
"CADDO PAR.","SHREVEPORT",32.4745,-93.754,"Flash Flood",10000,"Heavy Rain",2015-03-12,"1500",2015-03-12,"1730",2015-03-12 15:00:00,2015-03-12 17:30:00,2.5,"03","03-2015","2015"
"DE SOTO PAR.","MANSFIELD ARPT",32.0908,-93.7711,"Flash Flood",0,"Heavy Rain",2015-03-12,"1511",2015-03-12,"1730",2015-03-12 15:11:00,2015-03-12 17:30:00,2.31666666666667,"03","03-2015","2015"
"BOSSIER PAR.","MC DADE",32.3578,-93.4906,"Flash Flood",25000,"Heavy Rain",2015-03-12,"1515",2015-03-12,"1730",2015-03-12 15:15:00,2015-03-12 17:30:00,2.25,"03","03-2015","2015"
"CALCASIEU PAR.","EDGERLY",30.2253,-93.5156,"Flash Flood",0,"Heavy Rain",2015-03-21,"1040",2015-03-21,"2035",2015-03-21 10:40:00,2015-03-21 20:35:00,9.91666666666667,"03","03-2015","2015"
"CALCASIEU PAR.","SILVERWOOD",30.141,-93.1287,"Flash Flood",10000,"Heavy Rain",2015-04-10,"1351",2015-04-10,"1551",2015-04-10 13:51:00,2015-04-10 15:51:00,2,"04","04-2015","2015"
"ST. TAMMANY PAR.","SLIDELL",30.27,-89.78,"Flash Flood",0,"Heavy Rain",2015-04-14,"0745",2015-04-14,"0930",2015-04-14 07:45:00,2015-04-14 09:30:00,1.75,"04","04-2015","2015"
"ASCENSION PAR.","ABEN",30.1006,-90.961,"Flash Flood",0,"Heavy Rain",2015-04-14,"0745",2015-04-14,"0930",2015-04-14 07:45:00,2015-04-14 09:30:00,1.75,"04","04-2015","2015"
"IBERIA PAR.","NEW IBERIA ARPT",30.0064,-91.8897,"Flash Flood",20000,"Heavy Rain",2015-04-14,"0759",2015-04-14,"1158",2015-04-14 07:59:00,2015-04-14 11:58:00,3.98333333333333,"04","04-2015","2015"
"ST. MARY PAR.","BAYOU SALE",29.7355,-91.4554,"Flash Flood",0,"Heavy Rain",2015-04-14,"0820",2015-04-14,"1158",2015-04-14 08:20:00,2015-04-14 11:58:00,3.63333333333333,"04","04-2015","2015"
"ST. CHARLES PAR.","LULING",29.93,-90.35,"Flash Flood",0,"Heavy Rain",2015-04-14,"0834",2015-04-14,"1000",2015-04-14 08:34:00,2015-04-14 10:00:00,1.43333333333333,"04","04-2015","2015"
"ST. JOHN THE BAPTIST PAR.","LA PLACE",30.07,-90.48,"Flash Flood",0,"Heavy Rain",2015-04-14,"0834",2015-04-14,"1000",2015-04-14 08:34:00,2015-04-14 10:00:00,1.43333333333333,"04","04-2015","2015"
"IBERVILLE PAR.","LAUREL RIDGE",30.1692,-91.1179,"Flash Flood",0,"Heavy Rain",2015-04-14,"0956",2015-04-14,"1100",2015-04-14 09:56:00,2015-04-14 11:00:00,1.06666666666667,"04","04-2015","2015"
"TERREBONNE PAR.","PRESQUE ISLE",29.586,-90.6544,"Flash Flood",0,"Heavy Rain",2015-04-14,"1006",2015-04-14,"1100",2015-04-14 10:06:00,2015-04-14 11:00:00,0.9,"04","04-2015","2015"
"JEFFERSON PAR.","HARAHAN",29.93,-90.2,"Flash Flood",0,"Heavy Rain",2015-04-14,"1025",2015-04-14,"1130",2015-04-14 10:25:00,2015-04-14 11:30:00,1.08333333333333,"04","04-2015","2015"
"ORLEANS PAR.","CHEF MENTEUR",30.07,-89.8,"Flash Flood",0,"Heavy Rain",2015-04-14,"1045",2015-04-14,"1200",2015-04-14 10:45:00,2015-04-14 12:00:00,1.25,"04","04-2015","2015"
"ST. TAMMANY PAR.","MANDEVILLE",30.348,-90.0505,"Flash Flood",0,"Heavy Rain",2015-04-14,"1128",2015-04-14,"1230",2015-04-14 11:28:00,2015-04-14 12:30:00,1.03333333333333,"04","04-2015","2015"
"LAFOURCHE PAR.","RACELAND",29.73,-90.6,"Flash Flood",0,"Heavy Rain",2015-04-14,"1220",2015-04-14,"1330",2015-04-14 12:20:00,2015-04-14 13:30:00,1.16666666666667,"04","04-2015","2015"
"RAPIDES PAR.","WEIL",31.298,-92.577,"Flash Flood",20000,"Heavy Rain",2015-04-16,"1343",2015-04-16,"1518",2015-04-16 13:43:00,2015-04-16 15:18:00,1.58333333333333,"04","04-2015","2015"
"AVOYELLES PAR.","MANSURA",31.0565,-92.0469,"Flash Flood",0,"Heavy Rain",2015-04-16,"1400",2015-04-16,"1518",2015-04-16 14:00:00,2015-04-16 15:18:00,1.3,"04","04-2015","2015"
"CADDO PAR.","KEITHVILLE",32.3357,-93.8138,"Flash Flood",50000,"Heavy Rain",2015-05-18,"0400",2015-05-18,"0445",2015-05-18 04:00:00,2015-05-18 04:45:00,0.75,"05","05-2015","2015"
"DE SOTO PAR.","STONEWALL",32.3353,-93.7735,"Flash Flood",0,"Heavy Rain",2015-05-18,"0400",2015-05-18,"0445",2015-05-18 04:00:00,2015-05-18 04:45:00,0.75,"05","05-2015","2015"
"CADDO PAR.","KEITHVILLE",32.34,-93.83,"Flash Flood",5000,"Heavy Rain",2015-05-18,"0430",2015-05-18,"0615",2015-05-18 04:30:00,2015-05-18 06:15:00,1.75,"05","05-2015","2015"
"CADDO PAR.","STAPLES",32.3848,-93.8283,"Flash Flood",0,"Heavy Rain",2015-05-18,"0430",2015-05-18,"0615",2015-05-18 04:30:00,2015-05-18 06:15:00,1.75,"05","05-2015","2015"
"CADDO PAR.","FORBING",32.4232,-93.7215,"Flash Flood",0,"Heavy Rain",2015-05-18,"0450",2015-05-18,"0615",2015-05-18 04:50:00,2015-05-18 06:15:00,1.41666666666667,"05","05-2015","2015"
"CADDO PAR.","(SHV)SHREVEPORT RGNL",32.4396,-93.8399,"Flash Flood",0,"Heavy Rain",2015-05-18,"0500",2015-05-18,"0615",2015-05-18 05:00:00,2015-05-18 06:15:00,1.25,"05","05-2015","2015"
"LINCOLN PAR.","SIMSBORO",32.5967,-92.7438,"Flash Flood",0,"Heavy Rain",2015-05-18,"0510",2015-05-18,"1000",2015-05-18 05:10:00,2015-05-18 10:00:00,4.83333333333333,"05","05-2015","2015"
"LINCOLN PAR.","VIENNA",32.5674,-92.6402,"Flash Flood",0,"Heavy Rain",2015-05-18,"0514",2015-05-18,"1000",2015-05-18 05:14:00,2015-05-18 10:00:00,4.76666666666667,"05","05-2015","2015"
"CALDWELL PAR.","BLANKSTON",32.2785,-92.1362,"Flash Flood",0,"Heavy Rain",2015-05-18,"0520",2015-05-18,"1530",2015-05-18 05:20:00,2015-05-18 15:30:00,10.1666666666667,"05","05-2015","2015"
"CADDO PAR.","LA ROSEN",32.3831,-93.7981,"Flash Flood",0,"Heavy Rain",2015-05-18,"0530",2015-05-18,"0615",2015-05-18 05:30:00,2015-05-18 06:15:00,0.75,"05","05-2015","2015"
"OUACHITA PAR.","WILDS",32.44,-92.21,"Flash Flood",100000,"Heavy Rain",2015-05-18,"0540",2015-05-18,"1000",2015-05-18 05:40:00,2015-05-18 10:00:00,4.33333333333333,"05","05-2015","2015"
"RICHLAND PAR.","MANGHAM",32.31,-91.77,"Flash Flood",20000,"Heavy Rain",2015-05-18,"0540",2015-05-18,"0930",2015-05-18 05:40:00,2015-05-18 09:30:00,3.83333333333333,"05","05-2015","2015"
"RED RIVER PAR.","HOWARD",32.2297,-93.4981,"Flood",0,"Heavy Rain",2015-05-18,"0545",2015-05-31,"2359",2015-05-18 05:45:00,2015-05-31 23:59:00,330.233333333333,"05","05-2015","2015"
"MADISON PAR.","TALLULAH",32.41,-91.19,"Flash Flood",10000,"Heavy Rain",2015-05-18,"0600",2015-05-18,"0930",2015-05-18 06:00:00,2015-05-18 09:30:00,3.5,"05","05-2015","2015"
"FRANKLIN PAR.","BASKIN",32.26,-91.75,"Flash Flood",15000,"Heavy Rain",2015-05-18,"0630",2015-05-18,"0945",2015-05-18 06:30:00,2015-05-18 09:45:00,3.25,"05","05-2015","2015"
"LINCOLN PAR.","VIENNA",32.5712,-92.635,"Flash Flood",10000,"Heavy Rain",2015-05-18,"0633",2015-05-18,"1000",2015-05-18 06:33:00,2015-05-18 10:00:00,3.45,"05","05-2015","2015"
"OUACHITA PAR.","WILDS",32.4441,-92.2227,"Flash Flood",0,"Heavy Rain",2015-05-18,"0700",2015-05-18,"1000",2015-05-18 07:00:00,2015-05-18 10:00:00,3,"05","05-2015","2015"
"WEBSTER PAR.","NINE FORKS",32.6261,-93.2051,"Flash Flood",0,"Heavy Rain",2015-05-18,"0730",2015-05-18,"0900",2015-05-18 07:30:00,2015-05-18 09:00:00,1.5,"05","05-2015","2015"
"MADISON PAR.","DELTA",32.32,-90.92,"Flash Flood",8000,"Heavy Rain",2015-05-18,"0800",2015-05-18,"1200",2015-05-18 08:00:00,2015-05-18 12:00:00,4,"05","05-2015","2015"
"FRANKLIN PAR.","WINNSBORO MUNI ARPT",32.16,-91.67,"Flash Flood",35000,"Heavy Rain",2015-05-18,"0800",2015-05-18,"0945",2015-05-18 08:00:00,2015-05-18 09:45:00,1.75,"05","05-2015","2015"
"NATCHITOCHES PAR.","KING HILL",31.8986,-93.2774,"Flood",0,"Heavy Rain",2015-05-18,"0815",2015-05-31,"2359",2015-05-18 08:15:00,2015-05-31 23:59:00,327.733333333333,"05","05-2015","2015"
"WINN PAR.","ST MAURICE",31.7066,-92.9876,"Flood",0,"Heavy Rain",2015-05-18,"0815",2015-05-31,"2359",2015-05-18 08:15:00,2015-05-31 23:59:00,327.733333333333,"05","05-2015","2015"
"GRANT PAR.","MONTGOMERY",31.7066,-92.9931,"Flood",0,"Heavy Rain",2015-05-18,"0815",2015-05-31,"2359",2015-05-18 08:15:00,2015-05-31 23:59:00,327.733333333333,"05","05-2015","2015"
"RED RIVER PAR.","GAHAGAN",32.039,-93.3944,"Flash Flood",1000,"Heavy Rain",2015-05-18,"0840",2015-05-18,"0915",2015-05-18 08:40:00,2015-05-18 09:15:00,0.583333333333333,"05","05-2015","2015"
"CALDWELL PAR.","CLARKS",32.028,-92.152,"Flash Flood",0,"Heavy Rain",2015-05-18,"0845",2015-05-18,"1530",2015-05-18 08:45:00,2015-05-18 15:30:00,6.75,"05","05-2015","2015"
"WINN PAR.","ATLANTA",31.8742,-92.7548,"Flash Flood",0,"Heavy Rain",2015-05-18,"0855",2015-05-18,"1215",2015-05-18 08:55:00,2015-05-18 12:15:00,3.33333333333333,"05","05-2015","2015"
"GRANT PAR.","DRY PRONG",31.58,-92.53,"Flash Flood",0,"Heavy Rain",2015-05-18,"1030",2015-05-18,"1415",2015-05-18 10:30:00,2015-05-18 14:15:00,3.75,"05","05-2015","2015"
"RAPIDES PAR.","BUCKEYE",31.3679,-92.1882,"Flash Flood",0,"Heavy Rain",2015-05-18,"1100",2015-05-18,"1500",2015-05-18 11:00:00,2015-05-18 15:00:00,4,"05","05-2015","2015"
"NATCHITOCHES PAR.","CAMPTI",31.9,-93.11,"Flash Flood",0,"Heavy Rain",2015-05-18,"1130",2015-05-18,"1415",2015-05-18 11:30:00,2015-05-18 14:15:00,2.75,"05","05-2015","2015"
"NATCHITOCHES PAR.","MARTHAVILLE",31.759,-93.4,"Flash Flood",0,"Heavy Rain",2015-05-18,"1130",2015-05-18,"1415",2015-05-18 11:30:00,2015-05-18 14:15:00,2.75,"05","05-2015","2015"
"LA SALLE PAR.","TROUT",31.6835,-92.2004,"Flash Flood",0,"Heavy Rain",2015-05-18,"1149",2015-05-18,"1415",2015-05-18 11:49:00,2015-05-18 14:15:00,2.43333333333333,"05","05-2015","2015"
"WINN PAR.","SIKES",32.073,-92.5042,"Flash Flood",0,"Heavy Rain",2015-05-18,"1200",2015-05-18,"1215",2015-05-18 12:00:00,2015-05-18 12:15:00,0.25,"05","05-2015","2015"
"SABINE PAR.","CONVERSE",31.78,-93.7,"Flash Flood",0,"Heavy Rain",2015-05-18,"1202",2015-05-18,"1415",2015-05-18 12:02:00,2015-05-18 14:15:00,2.21666666666667,"05","05-2015","2015"
"GRANT PAR.","DRY PRONG",31.58,-92.53,"Flash Flood",0,"Heavy Rain",2015-05-18,"1408",2015-05-18,"1415",2015-05-18 14:08:00,2015-05-18 14:15:00,0.116666666666667,"05","05-2015","2015"
"CALCASIEU PAR.","LAKE CHARLES CHLOE F",30.2757,-93.113,"Flash Flood",0,"Heavy Rain",2015-05-21,"1343",2015-05-21,"1543",2015-05-21 13:43:00,2015-05-21 15:43:00,2,"05","05-2015","2015"
"LIVINGSTON PAR.","WALKER",30.48,-90.87,"Flash Flood",0,"Heavy Rain",2015-05-21,"1421",2015-05-21,"1500",2015-05-21 14:21:00,2015-05-21 15:00:00,0.65,"05","05-2015","2015"
"WINN PAR.","ATLANTA",31.7939,-92.7565,"Flash Flood",0,"Heavy Rain",2015-05-28,"1730",2015-05-28,"2015",2015-05-28 17:30:00,2015-05-28 20:15:00,2.75,"05","05-2015","2015"
"CADDO PAR.","DIXIE GARDENS",32.4457,-93.723,"Flash Flood",0,"Heavy Rain",2015-05-30,"1015",2015-05-30,"1200",2015-05-30 10:15:00,2015-05-30 12:00:00,1.75,"05","05-2015","2015"
"CADDO PAR.","SHREVEPORT",32.4729,-93.739,"Flash Flood",0,"Heavy Rain",2015-05-30,"1015",2015-05-30,"1200",2015-05-30 10:15:00,2015-05-30 12:00:00,1.75,"05","05-2015","2015"
"BOSSIER PAR.","FERRY",33.0168,-93.859,"Flood",0,"Heavy Rain",2015-05-30,"2100",2015-05-31,"2359",2015-05-30 21:00:00,2015-05-31 23:59:00,26.9833333333333,"05","05-2015","2015"
"CADDO PAR.","MISSIONARY",33.0179,-93.8473,"Flood",0,"Heavy Rain",2015-05-30,"2100",2015-05-31,"2359",2015-05-30 21:00:00,2015-05-31 23:59:00,26.9833333333333,"05","05-2015","2015"
"ORLEANS PAR.","NEW ORLEANS",29.9193,-90.1284,"Flash Flood",0,"Heavy Rain",2015-05-31,"1415",2015-05-31,"1600",2015-05-31 14:15:00,2015-05-31 16:00:00,1.75,"05","05-2015","2015"
"CADDO PAR.","MISSIONARY",33.0168,-93.8672,"Flood",8200000,"Heavy Rain",2015-06-01,"0000",2015-06-30,"2359",2015-06-01 00:00:00,2015-06-30 23:59:00,719.983333333333,"06","06-2015","2015"
"BOSSIER PAR.","FERRY",33.018,-93.8631,"Flood",5600000,"Heavy Rain",2015-06-01,"0000",2015-06-30,"2359",2015-06-01 00:00:00,2015-06-30 23:59:00,719.983333333333,"06","06-2015","2015"
"RED RIVER PAR.","HOWARD",32.2314,-93.4858,"Flood",0,"Heavy Rain",2015-06-01,"0000",2015-06-30,"2359",2015-06-01 00:00:00,2015-06-30 23:59:00,719.983333333333,"06","06-2015","2015"
"GRANT PAR.","MONTGOMERY",31.7078,-93.0027,"Flood",0,"Heavy Rain",2015-06-01,"0000",2015-06-30,"2359",2015-06-01 00:00:00,2015-06-30 23:59:00,719.983333333333,"06","06-2015","2015"
"NATCHITOCHES PAR.","KING HILL",31.9009,-93.2698,"Flood",500000,"Heavy Rain",2015-06-01,"0000",2015-06-30,"2359",2015-06-01 00:00:00,2015-06-30 23:59:00,719.983333333333,"06","06-2015","2015"
"WINN PAR.","ST MAURICE",31.7518,-92.9955,"Flood",0,"Heavy Rain",2015-06-01,"0000",2015-06-30,"2359",2015-06-01 00:00:00,2015-06-30 23:59:00,719.983333333333,"06","06-2015","2015"
"EAST BATON ROUGE PAR.","MARYLAND",30.5364,-91.1852,"Flash Flood",0,"Heavy Rain",2015-06-09,"1044",2015-06-09,"1430",2015-06-09 10:44:00,2015-06-09 14:30:00,3.76666666666667,"06","06-2015","2015"
